policy_tenure,age_of_car,age_of_policyholder,area_cluster,population_density,make,segment,model,ncap_rating,is_parking_sensors,target
33,33,25,4,5410,5,3,10,4,1,0
9,25,46,15,4076,1,0,0,0,1,0
75,63,27,20,8794,3,4,5,3,1,0
99,29,24,4,5410,1,2,7,2,1,0
20,8,34,11,27003,1,0,0,0,1,0
5,0,28,1,73430,1,0,0,0,1,0
75,4,42,20,8794,3,4,5,3,1,0
10,71,38,4,5410,1,2,7,2,1,0
93,50,26,2,6108,5,3,10,4,1,0
14,29,41,5,7788,1,5,1,0,1,0
94,21,62,17,34738,1,2,7,2,1,0
89,21,42,8,65567,1,2,7,2,1,0
103,16,30,3,34791,1,1,9,2,1,0
64,8,36,15,4076,1,0,0,0,1,0
6,0,45,8,65567,1,0,0,0,1,0
11,16,34,13,3264,1,1,9,2,1,1
90,25,39,20,8794,2,0,4,2,0,0
85,63,40,20,8794,3,4,5,3,1,0
89,58,24,20,8794,1,2,7,2,1,0
2,8,34,17,34738,1,0,0,0,1,0
94,0,46,1,73430,2,0,4,2,0,0
2,0,23,11,27003,5,3,10,4,1,0
98,50,40,19,6112,3,4,5,3,1,0
58,16,28,11,27003,3,4,5,3,1,0
2,126,26,15,4076,1,2,7,2,1,0
98,63,57,20,8794,1,0,0,0,1,1
86,29,40,13,3264,1,2,7,2,1,0
83,4,41,0,4990,1,0,0,0,1,0
62,8,63,20,8794,1,2,7,2,1,0
62,37,58,5,7788,1,2,7,2,1,0
46,25,35,16,21622,4,2,6,5,1,0
7,50,33,17,34738,1,1,9,2,1,0
21,42,32,17,34738,3,4,5,3,1,0
94,50,41,20,8794,1,2,7,2,1,0
37,4,43,20,8794,5,3,10,4,1,0
83,0,40,4,5410,1,0,0,0,1,0
57,29,23,20,8794,1,2,8,0,1,0
55,16,23,20,8794,1,2,7,2,1,0
89,12,28,17,34738,3,4,5,3,1,0
86,42,40,20,8794,3,4,5,3,1,0
89,96,47,20,8794,1,2,7,2,1,0
55,58,49,17,34738,2,0,4,2,0,0
9,46,26,20,8794,3,4,5,3,1,0
97,33,33,21,17804,1,2,8,0,1,0
79,16,53,11,27003,5,3,10,4,1,0
72,50,38,15,4076,1,5,1,0,1,1
46,71,42,14,16733,1,2,7,2,1,0
101,21,25,3,34791,1,2,7,2,1,0
36,0,42,21,17804,1,2,8,0,1,0
14,0,37,11,27003,1,0,0,0,1,0
22,0,63,20,8794,1,2,7,2,1,0
10,33,40,21,17804,2,0,4,2,0,0
101,4,53,14,16733,1,1,9,2,1,0
103,29,25,5,7788,5,3,10,4,1,0
94,50,30,11,27003,3,4,5,3,1,0
16,71,46,20,8794,3,4,5,3,1,0
44,42,29,17,34738,4,2,6,5,1,0
89,46,35,1,73430,4,3,2,5,1,0
91,21,42,1,73430,3,4,5,3,1,0
94,4,57,17,34738,1,2,7,2,1,0
72,25,52,3,34791,1,2,7,2,1,0
12,25,39,20,8794,1,2,7,2,1,0
0,4,38,17,34738,1,0,0,0,1,0
7,8,53,17,34738,1,0,0,0,1,0
51,37,24,1,73430,1,5,1,0,1,0
94,16,26,19,6112,5,3,10,4,1,0
3,4,56,20,8794,4,2,6,5,1,0
0,50,33,20,8794,1,2,7,2,1,0
93,67,36,16,21622,3,4,5,3,1,0
6,29,53,15,4076,1,0,0,0,1,0
75,16,46,13,3264,1,0,0,0,1,0
98,29,26,20,8794,3,4,5,3,1,0
85,54,42,10,27742,3,4,5,3,1,0
84,8,32,1,73430,1,0,0,0,1,1
92,12,44,20,8794,3,4,5,3,1,0
93,21,31,20,8794,1,2,8,0,1,0
48,42,35,20,8794,2,0,4,2,0,1
104,126,58,20,8794,1,2,7,2,1,0
43,4,40,19,6112,1,2,7,2,1,0
16,71,50,10,27742,3,4,5,3,1,0
85,25,47,17,34738,1,2,7,2,1,1
67,67,36,19,6112,3,4,5,3,1,0
58,63,29,20,8794,3,4,5,3,1,0
24,63,36,15,4076,3,4,5,3,1,0
4,29,25,0,4990,1,2,7,2,1,0
95,46,50,5,7788,1,2,7,2,1,1
103,12,24,19,6112,3,4,5,3,1,0
7,12,23,17,34738,1,3,3,2,1,0
102,4,35,11,27003,1,2,7,2,1,0
86,42,36,11,27003,3,4,5,3,1,0
96,12,53,17,34738,1,0,0,0,1,0
44,37,37,20,8794,1,2,8,0,1,0
46,67,30,20,8794,5,3,10,4,1,0
22,67,34,1,73430,3,4,5,3,1,0
5,42,40,0,4990,2,0,4,2,0,0
86,50,29,4,5410,3,4,5,3,1,0
9,88,26,20,8794,1,2,8,0,1,0
95,8,34,20,8794,5,3,10,4,1,0
80,37,23,20,8794,1,2,7,2,1,0
90,29,29,4,5410,1,2,7,2,1,0
3,67,33,20,8794,4,3,2,5,1,0
10,0,32,15,4076,1,0,0,0,1,1
57,16,59,17,34738,1,0,0,0,1,0
7,54,43,20,8794,1,2,7,2,1,0
38,0,52,20,8794,1,2,7,2,1,0
48,16,37,1,73430,3,4,5,3,1,0
7,42,26,15,4076,1,3,3,2,1,1
25,130,36,6,290,1,1,9,2,1,0
6,4,28,15,4076,3,4,5,3,1,0
13,16,25,20,8794,1,2,8,0,1,0
97,58,42,15,4076,1,2,8,0,1,0
87,8,37,19,6112,1,0,0,0,1,0
100,50,30,17,34738,4,2,6,5,1,0
91,16,63,20,8794,1,2,7,2,1,0
24,25,24,0,4990,5,3,10,4,1,0
43,33,28,17,34738,1,5,1,0,1,1
49,4,41,15,4076,1,0,0,0,1,0
41,75,38,17,34738,3,4,5,3,1,0
95,21,52,20,8794,1,2,7,2,1,0
92,12,36,4,5410,3,4,5,3,1,0
15,8,35,11,27003,1,0,0,0,1,0
88,63,58,20,8794,3,4,5,3,1,0
102,54,30,1,73430,3,4,5,3,1,0
85,29,31,5,7788,1,0,0,0,1,0
6,25,58,4,5410,1,2,7,2,1,0
58,8,28,15,4076,1,0,0,0,1,0
9,8,30,15,4076,1,0,0,0,1,0
58,42,26,19,6112,1,1,9,2,1,0
15,29,42,20,8794,4,2,6,5,1,0
7,54,44,1,73430,1,2,7,2,1,0
85,25,31,20,8794,1,5,1,0,1,0
102,50,30,20,8794,5,3,10,4,1,0
92,58,23,20,8794,1,2,7,2,1,0
91,37,36,5,7788,1,3,3,2,1,0
36,71,38,17,34738,4,2,6,5,1,0
87,46,29,5,7788,1,2,7,2,1,0
9,84,23,11,27003,3,4,5,3,1,0
17,63,26,20,8794,1,2,7,2,1,0
33,75,66,11,27003,1,2,7,2,1,0
79,12,33,11,27003,1,2,7,2,1,0
100,42,41,5,7788,1,2,8,0,1,0
92,96,37,4,5410,3,4,5,3,1,0
31,21,45,4,5410,5,3,10,4,1,0
104,42,46,11,27003,2,0,4,2,0,0
24,42,36,15,4076,3,4,5,3,1,0
58,4,23,21,17804,1,0,0,0,1,0
97,50,50,11,27003,3,4,5,3,1,0
3,29,32,15,4076,1,2,7,2,1,0
93,71,55,20,8794,5,3,10,4,1,0
50,25,26,20,8794,1,2,7,2,1,0
17,4,25,4,5410,1,0,0,0,1,0
8,21,40,11,27003,4,2,6,5,1,0
73,16,28,0,4990,1,0,0,0,1,0
0,0,28,19,6112,1,0,0,0,1,0
103,88,50,20,8794,1,2,7,2,1,0
94,21,61,20,8794,1,2,7,2,1,0
92,12,56,11,27003,3,4,5,3,1,0
60,8,36,0,4990,1,0,0,0,1,0
48,50,33,15,4076,1,1,9,2,1,0
84,58,35,11,27003,1,2,8,0,1,0
6,42,47,6,290,1,2,8,0,1,0
0,4,30,10,27742,1,0,0,0,1,0
24,63,45,5,7788,1,3,3,2,1,0
93,21,36,10,27742,3,4,5,3,1,0
92,33,24,11,27003,3,4,5,3,1,0
66,16,54,4,5410,1,0,0,0,1,0
26,50,23,1,73430,1,3,3,2,1,0
1,12,43,3,34791,2,0,4,2,0,0
40,16,30,21,17804,1,0,0,0,1,0
96,142,36,17,34738,2,0,4,2,0,0
71,67,56,20,8794,3,4,5,3,1,0
8,16,32,20,8794,2,0,4,2,0,0
9,33,25,4,5410,1,2,7,2,1,0
15,29,46,20,8794,3,4,5,3,1,0
96,12,40,11,27003,3,4,5,3,1,0
94,42,23,11,27003,1,0,0,0,1,0
7,0,54,15,4076,1,0,0,0,1,0
7,67,34,1,73430,3,4,5,3,1,0
87,37,45,15,4076,1,2,8,0,1,0
95,12,59,20,8794,3,4,5,3,1,0
30,0,32,2,6108,1,0,0,0,1,1
10,0,33,11,27003,1,0,0,0,1,0
26,63,26,15,4076,2,0,4,2,0,0
93,42,36,20,8794,1,2,7,2,1,0
30,33,23,15,4076,1,3,3,2,1,0
4,0,29,17,34738,1,0,0,0,1,0
9,0,48,21,17804,1,0,0,0,1,0
90,42,27,17,34738,1,2,7,2,1,0
8,58,23,17,34738,3,4,5,3,1,0
44,12,45,11,27003,1,0,0,0,1,1
8,79,37,15,4076,1,2,7,2,1,0
88,126,39,17,34738,1,1,9,2,1,0
10,21,37,15,4076,1,0,0,0,1,0
49,21,28,17,34738,1,0,0,0,1,0
19,29,41,21,17804,1,5,1,0,1,0
8,12,50,17,34738,1,1,9,2,1,0
90,75,29,15,4076,1,1,9,2,1,0
57,42,43,20,8794,3,4,5,3,1,0
9,0,47,15,4076,1,0,0,0,1,0
21,42,24,17,34738,1,2,7,2,1,0
86,42,30,20,8794,1,2,7,2,1,0
48,4,45,11,27003,2,0,4,2,0,0
58,63,31,17,34738,3,4,5,3,1,0
103,50,43,20,8794,3,4,5,3,1,0
27,8,29,4,5410,2,0,4,2,0,0
101,8,31,5,7788,1,1,9,2,1,0
2,0,44,11,27003,5,3,10,4,1,1
45,16,33,4,5410,1,2,7,2,1,0
68,42,33,20,8794,5,3,10,4,1,0
51,92,33,20,8794,3,4,5,3,1,0
88,21,40,15,4076,3,4,5,3,1,1
11,12,35,20,8794,1,1,9,2,1,0
7,16,30,11,27003,2,0,4,2,0,0
78,67,33,5,7788,5,3,10,4,1,0
86,8,45,15,4076,1,2,7,2,1,0
84,33,61,20,8794,1,2,7,2,1,0
15,4,32,15,4076,1,0,0,0,1,0
64,42,40,20,8794,3,4,5,3,1,0
41,33,47,20,8794,1,2,7,2,1,0
3,71,23,4,5410,1,2,8,0,1,0
86,75,33,18,13051,3,4,5,3,1,0
1,4,52,17,34738,1,0,0,0,1,0
101,29,34,20,8794,1,1,9,2,1,0
65,50,50,20,8794,1,2,7,2,1,0
100,63,44,5,7788,4,2,6,5,1,0
59,8,55,20,8794,1,2,7,2,1,0
65,0,44,15,4076,1,0,0,0,1,0
50,37,42,20,8794,4,2,6,5,1,0
1,0,31,11,27003,1,0,0,0,1,0
7,8,57,17,34738,1,0,0,0,1,0
97,8,39,20,8794,3,4,5,3,1,0
7,21,29,1,73430,5,3,10,4,1,0
34,8,30,15,4076,1,0,0,0,1,0
90,8,48,17,34738,1,2,7,2,1,0
85,63,43,20,8794,3,4,5,3,1,0
76,4,37,15,4076,1,0,0,0,1,0
85,0,30,17,34738,1,0,0,0,1,0
53,4,43,7,16206,1,0,0,0,1,0
88,37,52,10,27742,1,2,7,2,1,0
86,63,55,10,27742,3,4,5,3,1,0
0,46,25,15,4076,1,1,9,2,1,0
89,16,53,20,8794,1,2,7,2,1,1
30,21,60,15,4076,3,4,5,3,1,0
92,50,61,20,8794,1,2,7,2,1,0
28,21,26,21,17804,1,3,3,2,1,0
51,25,30,17,34738,1,1,9,2,1,0
0,79,42,17,34738,1,0,0,0,1,0
52,21,36,11,27003,3,4,5,3,1,0
91,4,26,7,16206,1,0,0,0,1,0
44,54,56,17,34738,2,0,4,2,0,0
45,58,37,1,73430,3,4,5,3,1,0
47,0,28,17,34738,3,4,5,3,1,0
24,29,28,10,27742,1,1,9,2,1,0
85,67,37,4,5410,1,1,9,2,1,0
63,54,36,3,34791,3,4,5,3,1,0
48,4,39,17,34738,1,0,0,0,1,0
81,58,35,4,5410,1,2,7,2,1,0
87,12,60,21,17804,1,0,0,0,1,0
91,4,61,6,290,1,2,7,2,1,0
8,16,24,20,8794,3,4,5,3,1,0
94,21,38,0,4990,3,4,5,3,1,0
49,4,35,15,4076,1,0,0,0,1,0
104,33,26,9,35036,1,1,9,2,1,0
76,21,26,20,8794,1,2,7,2,1,0
103,16,56,21,17804,3,4,5,3,1,0
85,46,59,20,8794,3,4,5,3,1,0
22,4,30,21,17804,3,4,5,3,1,0
25,8,50,17,34738,1,0,0,0,1,0
74,126,73,20,8794,3,4,5,3,1,0
84,8,36,10,27742,1,1,9,2,1,1
5,0,28,8,65567,1,0,0,0,1,0
50,75,34,20,8794,1,2,7,2,1,0
91,16,40,20,8794,3,4,5,3,1,0
11,25,41,20,8794,1,2,7,2,1,0
17,8,40,11,27003,2,0,4,2,0,0
24,8,40,17,34738,4,2,6,5,1,0
92,21,49,20,8794,1,2,8,0,1,0
33,33,48,5,7788,4,2,6,5,1,0
95,71,27,4,5410,3,4,5,3,1,0
0,42,33,0,4990,1,0,0,0,1,0
34,4,25,17,34738,1,0,0,0,1,0
61,50,40,20,8794,1,2,7,2,1,0
47,0,33,1,73430,1,2,7,2,1,0
86,8,40,5,7788,1,1,9,2,1,0
79,16,56,17,34738,1,0,0,0,1,0
50,12,61,17,34738,1,0,0,0,1,0
34,21,23,0,4990,1,2,8,0,1,0
69,4,46,11,27003,1,0,0,0,1,0
10,67,24,11,27003,4,3,2,5,1,0
7,54,24,21,17804,1,2,8,0,1,0
102,21,38,4,5410,1,1,9,2,1,0
25,67,30,6,290,1,2,7,2,1,0
90,4,47,20,8794,1,2,7,2,1,0
9,12,26,11,27003,1,0,0,0,1,0
69,42,50,21,17804,4,2,6,5,1,0
93,42,40,21,17804,3,4,5,3,1,0
2,16,33,11,27003,1,0,0,0,1,0
102,21,40,4,5410,2,0,4,2,0,0
5,0,47,19,6112,1,5,1,0,1,0
4,0,54,0,4990,1,0,0,0,1,0
36,0,44,4,5410,1,0,0,0,1,0
0,4,36,11,27003,1,1,9,2,1,0
37,4,47,2,6108,1,1,9,2,1,0
7,8,36,17,34738,1,0,0,0,1,0
29,0,27,11,27003,3,4,5,3,1,0
52,63,32,20,8794,1,2,7,2,1,0
74,54,49,17,34738,1,2,8,0,1,0
23,54,42,15,4076,3,4,5,3,1,0
43,4,38,11,27003,1,2,8,0,1,0
21,8,30,15,4076,1,0,0,0,1,0
33,37,34,11,27003,1,2,7,2,1,0
47,54,25,2,6108,3,4,5,3,1,0
22,0,41,17,34738,1,2,7,2,1,0
102,29,23,20,8794,3,4,5,3,1,0
45,37,36,17,34738,1,0,0,0,1,0
13,50,36,20,8794,1,2,7,2,1,0
14,0,42,15,4076,1,0,0,0,1,0
13,8,50,2,6108,3,4,5,3,1,0
77,25,30,20,8794,1,2,7,2,1,0
40,8,29,17,34738,1,2,7,2,1,0
96,50,30,20,8794,3,4,5,3,1,0
86,37,30,20,8794,2,0,4,2,0,0
14,21,39,17,34738,2,0,4,2,0,0
19,4,42,17,34738,4,2,6,5,1,0
34,16,27,15,4076,3,4,5,3,1,0
76,8,46,15,4076,1,0,0,0,1,0
11,67,36,15,4076,3,4,5,3,1,0
49,4,40,1,73430,1,0,0,0,1,0
91,54,33,20,8794,3,4,5,3,1,0
7,0,40,13,3264,1,0,0,0,1,0
88,16,30,20,8794,1,2,8,0,1,0
94,50,33,20,8794,3,4,5,3,1,0
40,42,35,15,4076,5,3,10,4,1,0
96,33,46,5,7788,3,4,5,3,1,0
44,4,37,0,4990,1,0,0,0,1,0
91,46,40,4,5410,4,2,6,5,1,0
96,16,29,11,27003,3,4,5,3,1,0
69,4,56,1,73430,1,0,0,0,1,0
72,33,27,20,8794,1,2,7,2,1,1
35,63,26,11,27003,1,2,7,2,1,0
104,4,72,20,8794,3,4,5,3,1,0
90,58,30,20,8794,1,2,7,2,1,0
99,79,45,20,8794,3,4,5,3,1,0
5,25,30,9,35036,4,2,6,5,1,0
41,21,27,20,8794,1,2,7,2,1,0
4,46,41,4,5410,1,1,9,2,1,0
7,54,40,1,73430,1,2,8,0,1,0
7,25,32,17,34738,1,0,0,0,1,0
97,63,30,20,8794,3,4,5,3,1,0
47,21,29,7,16206,1,2,7,2,1,0
27,16,52,17,34738,1,0,0,0,1,0
86,16,48,11,27003,1,2,8,0,1,0
87,33,66,21,17804,1,2,7,2,1,0
89,54,25,20,8794,1,1,9,2,1,0
69,42,36,20,8794,2,0,4,2,0,0
77,29,43,5,7788,1,3,3,2,1,0
60,4,30,17,34738,1,0,0,0,1,0
6,25,37,21,17804,5,3,10,4,1,0
97,29,57,7,16206,2,0,4,2,0,0
88,25,57,5,7788,1,1,9,2,1,0
96,37,25,20,8794,1,2,8,0,1,0
98,46,50,20,8794,1,2,7,2,1,0
33,33,36,19,6112,3,4,5,3,1,0
52,42,26,21,17804,1,2,8,0,1,0
68,37,30,20,8794,3,4,5,3,1,0
22,46,29,15,4076,1,1,9,2,1,0
31,46,23,21,17804,1,2,7,2,1,0
21,25,32,17,34738,1,2,7,2,1,0
54,67,48,1,73430,1,2,7,2,1,0
96,33,36,20,8794,3,4,5,3,1,0
94,4,42,11,27003,3,4,5,3,1,1
102,8,47,17,34738,3,4,5,3,1,0
7,33,53,1,73430,3,4,5,3,1,0
94,54,48,13,3264,1,2,7,2,1,0
18,12,51,17,34738,1,0,0,0,1,0
16,46,42,0,4990,1,1,9,2,1,0
55,42,25,19,6112,1,2,7,2,1,0
101,8,57,20,8794,1,2,7,2,1,1
87,8,26,3,34791,1,1,9,2,1,0
42,25,23,19,6112,1,2,7,2,1,0
15,46,41,17,34738,3,4,5,3,1,0
97,105,63,20,8794,1,2,7,2,1,0
55,21,36,4,5410,1,0,0,0,1,0
73,50,28,21,17804,1,2,7,2,1,0
15,54,31,11,27003,1,2,7,2,1,0
20,16,44,0,4990,1,0,0,0,1,0
93,50,33,6,290,1,2,7,2,1,0
28,21,30,10,27742,1,2,7,2,1,0
88,71,35,4,5410,1,5,1,0,1,0
101,12,39,20,8794,5,3,10,4,1,1
27,8,36,15,4076,1,2,7,2,1,0
7,4,37,21,17804,5,3,10,4,1,0
103,63,47,20,8794,3,4,5,3,1,0
103,42,40,0,4990,3,4,5,3,1,0
87,54,30,4,5410,1,1,9,2,1,1
7,16,28,15,4076,1,1,9,2,1,0
88,16,39,5,7788,1,2,8,0,1,0
17,71,36,20,8794,3,4,5,3,1,1
7,0,43,11,27003,1,0,0,0,1,0
9,0,24,0,4990,1,0,0,0,1,0
86,84,30,8,65567,4,2,6,5,1,0
62,37,27,5,7788,3,4,5,3,1,0
38,37,26,4,5410,1,2,7,2,1,0
88,46,43,11,27003,1,1,9,2,1,1
17,50,36,20,8794,3,4,5,3,1,0
89,58,32,20,8794,1,0,0,0,1,0
37,8,46,8,65567,1,0,0,0,1,0
9,25,23,15,4076,1,2,7,2,1,0
56,12,52,3,34791,1,0,0,0,1,0
102,33,50,20,8794,2,0,4,2,0,0
8,16,46,17,34738,1,2,7,2,1,0
92,16,50,20,8794,3,4,5,3,1,0
95,42,30,19,6112,1,2,7,2,1,0
95,50,26,3,34791,1,2,7,2,1,0
22,21,31,4,5410,3,4,5,3,1,0
54,4,28,11,27003,1,1,9,2,1,0
24,58,36,4,5410,3,4,5,3,1,0
12,46,37,20,8794,1,2,7,2,1,0
6,16,40,20,8794,1,2,7,2,1,0
91,25,32,20,8794,1,2,7,2,1,0
90,8,48,15,4076,1,0,0,0,1,0
100,25,27,20,8794,1,1,9,2,1,0
52,37,29,20,8794,3,4,5,3,1,0
8,0,43,11,27003,4,2,6,5,1,0
28,75,27,5,7788,1,1,9,2,1,0
78,21,43,11,27003,3,4,5,3,1,0
88,25,49,20,8794,1,2,7,2,1,0
98,12,56,17,34738,1,2,7,2,1,0
24,42,32,4,5410,1,1,9,2,1,0
21,63,29,4,5410,1,2,7,2,1,1
89,54,43,5,7788,1,2,7,2,1,1
28,0,27,1,73430,1,0,0,0,1,0
22,12,43,17,34738,1,2,7,2,1,0
83,12,69,20,8794,3,4,5,3,1,1
53,12,25,4,5410,1,0,0,0,1,0
90,29,26,11,27003,1,2,7,2,1,0
92,42,55,20,8794,1,2,7,2,1,0
23,0,50,11,27003,1,0,0,0,1,0
79,4,36,5,7788,3,4,5,3,1,1
104,29,36,5,7788,1,2,7,2,1,0
4,0,26,15,4076,1,0,0,0,1,0
46,50,26,0,4990,5,3,10,4,1,0
84,46,32,4,5410,1,2,7,2,1,0
95,71,50,20,8794,3,4,5,3,1,0
89,25,38,20,8794,3,4,5,3,1,0
49,16,47,21,17804,1,0,0,0,1,0
92,29,36,20,8794,3,4,5,3,1,0
88,142,61,20,8794,3,4,5,3,1,0
45,12,52,1,73430,1,0,0,0,1,0
46,8,26,17,34738,4,2,6,5,1,0
91,29,38,15,4076,1,2,8,0,1,0
13,54,25,20,8794,5,3,10,4,1,0
91,25,61,20,8794,3,4,5,3,1,0
95,8,23,15,4076,1,1,9,2,1,0
88,58,58,17,34738,2,0,4,2,0,0
103,4,56,21,17804,3,4,5,3,1,0
55,75,23,15,4076,1,2,8,0,1,0
67,25,23,11,27003,5,3,10,4,1,0
36,42,23,20,8794,3,4,5,3,1,0
100,4,47,17,34738,3,4,5,3,1,0
34,8,46,21,17804,1,2,7,2,1,0
4,21,43,5,7788,3,4,5,3,1,0
60,4,33,15,4076,1,0,0,0,1,0
88,8,38,4,5410,5,3,10,4,1,0
6,67,46,15,4076,4,2,6,5,1,0
44,63,44,20,8794,3,4,5,3,1,0
98,25,44,20,8794,1,5,1,0,1,0
92,109,51,20,8794,1,2,7,2,1,0
31,84,36,20,8794,3,4,5,3,1,0
45,33,26,20,8794,1,2,7,2,1,0
24,67,25,5,7788,3,4,5,3,1,0
30,16,25,11,27003,5,3,10,4,1,0
6,29,37,21,17804,3,4,5,3,1,0
43,4,36,15,4076,1,0,0,0,1,0
101,54,31,4,5410,1,1,9,2,1,0
9,50,26,1,73430,1,1,9,2,1,0
102,29,50,20,8794,1,2,7,2,1,0
16,0,49,15,4076,1,2,7,2,1,0
6,33,26,20,8794,3,4,5,3,1,0
6,0,44,17,34738,1,0,0,0,1,0
48,21,30,9,35036,1,1,9,2,1,0
103,67,37,16,21622,2,0,4,2,0,0
86,8,24,21,17804,3,4,5,3,1,0
8,0,32,3,34791,1,0,0,0,1,0
12,12,31,4,5410,3,4,5,3,1,0
48,4,33,19,6112,1,0,0,0,1,0
7,33,40,17,34738,1,2,7,2,1,0
87,0,38,15,4076,1,0,0,0,1,0
103,37,37,4,5410,3,4,5,3,1,0
101,50,34,17,34738,1,5,1,0,1,0
91,21,30,20,8794,1,3,3,2,1,0
84,50,39,20,8794,3,4,5,3,1,0
50,54,40,5,7788,3,4,5,3,1,0
62,25,23,11,27003,1,1,9,2,1,0
91,42,33,11,27003,1,2,7,2,1,0
50,50,23,2,6108,4,2,6,5,1,0
96,54,55,20,8794,1,2,7,2,1,0
4,33,40,1,73430,1,2,8,0,1,0
7,4,50,20,8794,3,4,5,3,1,0
91,67,24,1,73430,1,2,8,0,1,0
1,0,38,0,4990,1,2,8,0,1,0
65,21,41,15,4076,1,0,0,0,1,0
100,37,50,20,8794,1,2,7,2,1,0
85,67,32,20,8794,3,4,5,3,1,0
44,4,40,11,27003,5,3,10,4,1,0
53,46,27,11,27003,1,0,0,0,1,0
87,16,39,20,8794,1,2,7,2,1,0
38,54,26,11,27003,1,2,7,2,1,0
7,29,36,15,4076,3,4,5,3,1,0
7,37,32,15,4076,3,4,5,3,1,0
86,63,44,20,8794,3,4,5,3,1,0
68,4,25,19,6112,1,0,0,0,1,0
97,16,27,15,4076,1,2,7,2,1,0
25,25,58,3,34791,5,3,10,4,1,0
82,12,53,5,7788,3,4,5,3,1,1
19,0,25,20,8794,1,2,8,0,1,0
2,33,29,11,27003,4,2,6,5,1,0
98,12,26,11,27003,3,4,5,3,1,0
19,25,30,1,73430,1,0,0,0,1,0
88,4,31,1,73430,1,0,0,0,1,0
64,4,32,15,4076,1,1,9,2,1,0
20,63,44,1,73430,3,4,5,3,1,0
17,29,36,11,27003,1,2,7,2,1,0
15,8,37,4,5410,1,0,0,0,1,1
101,25,36,17,34738,1,2,7,2,1,0
67,46,36,11,27003,1,1,9,2,1,0
69,29,36,21,17804,1,2,8,0,1,0
101,71,36,3,34791,3,4,5,3,1,0
17,8,33,17,34738,1,0,0,0,1,0
2,8,24,15,4076,1,0,0,0,1,0
70,0,55,17,34738,1,0,0,0,1,0
83,4,30,15,4076,1,0,0,0,1,1
46,37,43,1,73430,4,2,6,5,1,0
101,46,25,0,4990,1,2,8,0,1,0
84,54,40,20,8794,5,3,10,4,1,0
86,16,40,17,34738,3,4,5,3,1,0
62,33,23,6,290,3,4,5,3,1,0
44,37,33,11,27003,1,5,1,0,1,0
63,37,31,17,34738,1,2,7,2,1,1
59,12,36,20,8794,3,4,5,3,1,0
19,8,30,17,34738,1,2,8,0,1,0
22,50,36,21,17804,3,4,5,3,1,0
25,25,51,15,4076,1,0,0,0,1,0
69,12,33,15,4076,1,2,8,0,1,0
84,46,33,20,8794,1,0,0,0,1,0
3,16,43,17,34738,4,2,6,5,1,0
88,8,52,20,8794,3,4,5,3,1,0
104,21,43,4,5410,1,2,8,0,1,0
10,29,58,20,8794,1,2,7,2,1,0
0,4,43,15,4076,1,0,0,0,1,0
74,0,28,20,8794,5,3,10,4,1,0
44,0,48,11,27003,1,2,7,2,1,0
101,46,23,11,27003,1,2,8,0,1,0
42,8,40,6,290,3,4,5,3,1,0
49,37,46,15,4076,1,2,7,2,1,0
5,8,30,15,4076,1,1,9,2,1,0
93,37,25,20,8794,3,4,5,3,1,0
98,84,30,20,8794,1,1,9,2,1,0
98,21,36,8,65567,1,2,7,2,1,1
88,33,61,2,6108,1,2,7,2,1,0
46,58,32,11,27003,1,1,9,2,1,0
61,67,50,15,4076,1,2,8,0,1,0
97,21,53,5,7788,1,0,0,0,1,0
14,8,32,17,34738,1,1,9,2,1,0
90,16,43,20,8794,3,4,5,3,1,0
42,4,42,21,17804,1,0,0,0,1,1
11,12,48,21,17804,1,0,0,0,1,0
95,29,41,18,13051,1,2,7,2,1,0
0,54,50,20,8794,3,4,5,3,1,0
74,4,23,17,34738,5,3,10,4,1,0
1,63,30,11,27003,1,2,7,2,1,0
92,58,48,15,4076,1,2,7,2,1,1
7,79,33,1,73430,3,4,5,3,1,0
47,42,50,6,290,1,0,0,0,1,0
47,0,62,4,5410,1,0,0,0,1,0
33,21,23,20,8794,3,4,5,3,1,0
62,4,63,7,16206,1,0,0,0,1,0
0,12,36,18,13051,1,0,0,0,1,0
67,4,35,19,6112,1,0,0,0,1,0
52,16,23,21,17804,1,0,0,0,1,0
25,42,25,1,73430,1,2,8,0,1,1
92,4,26,20,8794,1,0,0,0,1,0
8,0,35,19,6112,3,4,5,3,1,0
11,46,60,20,8794,1,2,7,2,1,0
2,4,32,15,4076,1,0,0,0,1,0
97,12,38,17,34738,1,0,0,0,1,0
49,16,46,17,34738,1,0,0,0,1,0
25,29,43,5,7788,1,2,7,2,1,0
103,16,37,17,34738,1,2,7,2,1,0
40,21,42,1,73430,3,4,5,3,1,0
3,42,30,5,7788,1,0,0,0,1,0
7,12,30,1,73430,2,0,4,2,0,0
47,58,30,3,34791,5,3,10,4,1,0
97,16,40,21,17804,1,2,8,0,1,0
85,42,41,5,7788,1,2,7,2,1,0
62,12,56,11,27003,1,2,8,0,1,1
72,8,30,1,73430,1,0,0,0,1,0
24,33,48,11,27003,1,2,7,2,1,0
17,75,36,5,7788,1,2,7,2,1,0
78,260,46,20,8794,1,2,7,2,1,0
84,54,51,17,34738,3,4,5,3,1,0
86,71,25,11,27003,3,4,5,3,1,0
102,46,40,20,8794,1,2,7,2,1,0
84,12,56,15,4076,1,2,7,2,1,0
35,8,46,20,8794,1,5,1,0,1,0
98,50,33,4,5410,1,2,7,2,1,0
